"19961944";MATERIALS (BASEL);A4
"19366582";FLEXIBLE SERVICES AND MANUFACTURING JOURNAL;A2
"21656282";ACADEMIC JOURNAL OF SCIENCE;nulo
"10000674";ACTA MICROPALAEONTOLOGICA SINICA (BEIJING);nulo
EUROHAPTICS;Eurohaptics;A3
T&D;IEEE/PES Transmission and Distribution Conference and Exposition;A3
"09601481";RENEWABLE ENERGY;A1
"19814070";LUMINA (UFJF. ONLINE);nulo
SBCUP;Simpósio Brasileiro de Computação Ubíqua e Pervasiva;B4
"23740353";ACM TRANSACTIONS ON SPATIAL ALGORITHMS AND SYSTEMS;A1
SESCPS;International Workshop on Software Engineering for Smart Cyber-Physical Systems;B3
"20904355";ISRN COMMUNICATIONS AND NETWORKING;nulo
ICCRTS;International Command and Control Research and Technology Symposium;B4
"07175000";CLEI ELECTRONIC JOURNAL;nulo
"15178692";REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (IMPRESSO);B2
"10447318";INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;A3
"23172606";ENCICLOPEDIA BIOSFERA;nulo
"17411114";INTERNATIONAL JOURNAL OF WEB AND GRID SERVICES (ONLINE);A3
BDCLOUD;International Conference on Big Data and Cloud Computing;B1
ICORR;IEEE International Conference on Rehabilitation Robotics;A3
"08858969";IEEE TRANSACTIONS ON ENERGY CONVERSION;A1
IWQoS;IEEE/ACM International Symposium on Quality of Service;A4
"03081087";LINEAR AND MULTILINEAR ALGEBRA;A2
IEEENANO;International Conference on Nanotechnology;B2
"03772217";EUROPEAN JOURNAL OF OPERATIONAL RESEARCH;A1
UNIF;International Workshop on Unification;B4
SAT;International Conference on Theory and Applications of Satisfiability Testing;A3
ACNS;Applied Cryptography and Network Security;A3
"16763793";REVISTA DA SOCIEDADE BRASILEIRA DE ENFERMEIROS PEDIATRAS;nulo
"19324537";IEEE ETRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT;A1
ICFHR;International Conference on Frontiers in Handwriting Recognition;A4
MoMM;International Conference on Advances in Mobile Computing & Multimedia;B2
FOCS;IEEE Annual Symposium on Foundations of Computer Science;A1
WCAS;Workshop on Circuits and Systems Design;B1
SSIAI;Southwest Symposium on Image Analysis and Interpretation;B2
ISMIR;International Society for Music Information Retrieval Conference;A2
"20477538";LIGHT: SCIENCE & APPLICATIONS;A1
UMAP;International Conference on User Modeling, Adaptation and Personalization;A3
WGRS;Workshop de Gerência e Operação de Redes e Serviços;B4
ERLANG;ACM SIGPLAN Erlang Workshop;B3
"00295981";INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING (PRINT);A1
PATMOS;International Workshop on Power and Timing Modeling, Optimization and Simulation;B2
"17494680";COMPUTATIONAL SCIENCE & DISCOVERY;A1
SBCM;Simpósio Brasileiro de Computação Musical;B1
SOCINFO;International Conference on Social Informatics;A3
"1860949X";STUDIES IN COMPUTATIONAL INTELLIGENCE;B3
IC3K;International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management;B3
"09754660";INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND INFORMATION TECHNOLOGY;nulo
ITHET;International Conference on Information Technology Based Higher Education and Training;B2
NDSS;Network and Distributed System Security Symposium;A1
"10991131";INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS;A4
HEALTHINF;International Conference on Health Informatics;A3
"15708667";JOURNAL OF DISCRETE ALGORITHMS (PRINT);A3
"09259902";JOURNAL OF INTELLIGENT INFORMATION SYSTEMS;A3
ICAROB;International Conference on Artificial Life and Robotics;B4
ICDCS;International Conference on Distributed Computing Systems;A1
AMCIS;Americas Conference on Information Systems;A3
"19826125";REVISTA BRASILEIRA DE PESQUISA EM TURISMO;nulo
"08891575";JOURNAL OF FOOD COMPOSITION AND ANALYSIS (PRINT);A2
"22784721";RESEARCH INVENTY: INTERNATIONAL JOURNAL OF ENGINEERING AND SCIENCE;nulo
"10493301";ACM TRANSACTIONS ON MODELING AND COMPUTER SIMULATION;A2
"14248220";SENSORS (BASEL);A2
"2236417X";PERSPECTIVAS EM GESTÃO & CONHECIMENTO;nulo
"09251030";ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING;B1
"02197200";JOURNAL OF BIOINFORMATICS AND COMPUTATIONAL BIOLOGY (PRINT);B1
"14346036";EUROPEAN PHYSICAL JOURNAL. B, CONDENSED MATTER AND COMPLEX SYSTEMS (INTERNET);B1
"15701255";INFORMATION POLITY;A1
"20411723";NATURE COMMUNICATIONS;A1
ICERI;International Conference of Education, Research and Innovation;B3
"09168532";IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS;B2
"00104620";COMPUTER JOURNAL (PRINT);A3
"18632122";ELECTRONIC COMMUNICATIONS OF THE EASST;B3
IOTCC;International Conference on Internet of things, Data and Cloud Computing;B2
ISC2;IEEE International Smart Cities Conference;B1
INTED;International Technology, Education and Development Conference;B2
COMSOC;International Workshop on Computational Social Choice;B4
"09204105";JOURNAL OF PETROLEUM SCIENCE & ENGINEERING;A2
ISEUD;UD - International Symposium on End-User Development;B4
AAMAS;International Conference on Autonomous Agents and Multiagent Systems;A1
"16625188";FRONTIERS IN COMPUTATIONAL NEUROSCIENCE;A3
"22365281";RELATÓRIOS TÉCNICOS DO INCOD;nulo
"16878655";ADVANCES IN SOFTWARE ENGINEERING (PRINT);nulo
"09266801";JOURNAL OF HIGH SPEED NETWORKS;B2
"23060212";BULLETIN OF THE TECHNICAL COMMITTEE ON LEARNING TECHNOLOGY;B1
"2319023X";PROFESSOR DE MATEMÁTICA ONLINE;nulo
"23184051";EAD & TECNOLOGIAS DIGITAIS NA EDUCAÇÃO;nulo
"00397660";SYLWAN;B2
"1755375X";ACTA OPHTHALMOLOGICA (2008. PRINT);A2
"03649024";JOURNAL OF GRAPH THEORY (PRINT);A3
"18071600";HOLOS (NATAL. ONLINE);nulo
"00222623";JOURNAL OF MEDICINAL CHEMISTRY;A1
"22120963";CLIMATE RISK MANAGEMENT;A1
"01678191";PARALLEL COMPUTING;A4
LARS/SBR;Simpósio Brasileiro de Robótica;B1
EuroGP;European Conference on Genetic Programming;A4
"14145138";SÉRIE-ESTUDOS (UCDB);nulo
"09226567";MACHINE TRANSLATION;A2
SOC;International Symposium on System-on-Chip;B2
BNAIC;Benelux Conference on Artificial Intelligence;B4
"15265528";INFORMS JOURNAL ON COMPUTING (ONLINE);A3
INTELLISYS;SAI Intelligent Systems Conference;B1
"2158107X";INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;B3
MCS;International Workshop on Multiple Classifier Systems Multiple Classifier Systems;B2
ICMEW;IEEE International Conference on Multimedia and Expo Workshops;A3
"17560764";INTERNATIONAL JOURNAL OF COMPUTATIONAL BIOLOGY AND DRUG DESIGN (ONLINE);B4
PROFES;International Conference on Product-Focused Software Process Improvement;B1
"19498454";WORLD JOURNAL OF BIOLOGICAL CHEMISTRY;nulo
"21978581";INTERNATIONAL JOURNAL OF RECENT CONTRIBUTIONS FROM ENGINEERING, SCIENCE & IT;nulo
ICISS;International Conference on Information Systems Security;B2
"01036513";PRODUÇÃO (SÃO PAULO. IMPRESSO);B1
QoSA;International ACM Sigsoft Conference on the Quality of Software Architectures;A4
"14138123";CIENCIA E SAUDE COLETIVA;B1
ISGT-Europe;IEEE PES Innovative Smart Grid Technologies Conference Europe;A4
"01005405";SUMMA PHYTOPATHOLOGICA (IMPRESSO);B3
"0303402X";COLLOID AND POLYMER SCIENCE (PRINT);A3
"18630383";INTERNATIONAL JOURNAL: EMERGING TECHNOLOGIES IN LEARNING;A4
Videojogos;Conference on Videogame Sciences and Arts;B4
"21797625";ENGINEERING RESEARCH;nulo
"0955792X";JOURNAL OF LOGIC AND COMPUTATION (PRINT);A1
"19815344";PERSPECTIVAS EM CIÊNCIA DA INFORMAÇÃO;B1
ICIAP;International Conference on Image Analysis and Processing;A3
"09528091";INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS IN TECHNOLOGY;A4
INTERACCION;International Conference on Human Computer Interaction;B2
FOGA;ACM Conference on Foundations of Genetic Algorithms;B2
CELDA;Cognition and Exploratory Learning in Digital Age;B4
SBTI;Simpósio Brasileiro de Tecnologia da Informação;B4
"15749541";ECOLOGICAL INFORMATICS (PRINT);A1
ISIC;International Symposium on Integrated Circuits;B2
SENSORNETS;International Conference on Sensor Networks;B2
FSTTCS;Annual Conference on Foundations of Software Technology and Theoretical Computer Science;B1
"00039888";ARCHIVES OF DISEASE IN CHILDHOOD;A1
PACT;International Conference on Parallel Computing Technologies;B1
"15261492";COMPUTER MODELING IN ENGINEERING & SCIENCES;B3
"2176901X";REVISTA KAIRÓS (ONLINE);nulo
BCS-HCI;Conference of the British Computer Society Human Computer Interaction Specialist Group;B1
"10863702";IEEE COMPUTER SOCIETY;nulo
I2MTC;IEEE International Instrumentation and Measurement Technology Conference;A4
RECOSOC;International Symposium on Reconfigurable Communication-centric Systems-on-Chip;B2
"11107243";JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY;nulo
"20407939";INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING (PRINT);A2
"21568553";AGRICULTURAL SCIENCES;nulo
COMSNETS;International Conference on COMmunication Systems & NETworkS;A3
ISPDC;International Symposium on Parallel and Distributed Computing;B2
"15723127";STATISTICAL METHODOLOGY;B1
"19402503";COMPUTATIONAL THERMAL SCIENCES;B1
"10745351";INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS;A4
ISMR;International Symposium on Medical Robotics;B4
SOCO;International Conference on Software Composition;B4
"09504230";JOURNAL OF LOSS PREVENTION IN THE PROCESS INDUSTRIES;A1
ICSOB;International Conference on Software Business;B1
PATAT;International Conference on the Practice and Theory of Automated Timetabling;B4
"10692509";INTEGRATED COMPUTER-AIDED ENGINEERING;A1
"1940087X";JOURNAL OF VISUALIZED EXPERIMENTS;B1
SSCC;International Symposium on Security in Computing and Communications;B2
MMSP;International Workshop on Multimedia and Signal Processing;A4
"00981354";COMPUTERS & CHEMICAL ENGINEERING;A2
"10778926";THE ELECTRONIC JOURNAL OF COMBINATORICS;A4
"09758992";INTERNATIONAL JOURNAL OF UBICOMP;nulo
DAMON;International Workshop on Data Management on New Hardware;A4
ICCW;IEEE International Conference on Communications Workshops;B3
"22106502";SWARM AND EVOLUTIONARY COMPUTATION;A1
"15524450";NATURE CHEMICAL BIOLOGY;A1
MICRO;IEEE/ACM International Symposium on Microarchitecture;A1
MLDM;International Conference on Machine Learning and Data Mining in Pattern Recognition;B2
CCS;ACM Symposium on Computer and Communications Security;A1
WIE;Workshop de Informática na Escola;A4
ICCV;IEEE International Conference on Computer Vision;A1
"03032647";BIOSYSTEMS (AMSTERDAM. PRINT);A2
"09507051";KNOWLEDGE-BASED SYSTEMS;A1
"22368434";JOURNAL OF APPLIED COMPUTING RESEARCH;nulo
"20477481";JOURNAL OF SOFTWARE: EVOLUTION AND PROCESS (ONLINE);A4
"13301136";JOURNAL OF COMPUTING AND INFORMATION TECHNOLOGY;A4
"09269851";JOURNAL OF APPLIED GEOPHYSICS;A3
IJCAI;International Joint Conference on Artificial Intelligence;A1
WCCM;World Congress in Computational Mechanics;B4
SciVis;IEEE Scientific Visualization;B3
SIES;International Symposium on Industrial Embedded Systems;B1
CF;ACM International Conference on Computing Frontiers;A4
SoWeMi;International Workshop on Mining the Social Web;B4
"00313203";PATTERN RECOGNITION;A1
"18777503";JOURNAL OF COMPUTATIONAL SCIENCE;A1
ICIIECS;International Conference on Innovations in Information, Embedded and Communication Systems;B2
GeoAI;International Workshop on AI for Geographic Knowledge Discovery;B4
"19810997";REVISTA BRASILEIRA DE CIENCIAS AGRARIAS;B2
"14322315";THE VISUAL COMPUTER (INTERNET);A4
"02704137";THE PROSTATE (PRINT);A2
SBSC;Simpósio Brasileiro de Sistemas Colaborativos;B1
"21778833";JOURNAL OF COMPUTACIONAL INTERDISCIPLINARY SCIENCES;nulo
"18612121";INTERNATIONAL JOURNAL OF ONLINE ENGINEERING;A4
DBKD-AIARIA;IARIA International Conference on Advances in Databases, Knowledge, and Data Applications;B4
SBSI;Simpósio Brasileiro de Sistemas de Informação;A4
"21470030";INTERNATIONAL JOURNAL OF INFORMATION SECURITY SCIENCE;nulo
"10739149";INSTRUMENTATION SCIENCE & TECHNOLOGY;A4
WCAMA;Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais;B4
IEEEIA;IEEE Symposium on Intelligent Agents;B3
"15734064";MEDICINAL CHEMISTRY (HILVERSUM);B1
"21755590";REVISTA DA ASSOCIAÇÃO MINEIRA DE DIREITO E ECONOMIA;nulo
"16102940";JOURNAL OF MOLECULAR MODELING (PRINT);A4
"11786949";ADVANCES AND APPLICATIONS IN BIOINFORMATICS AND CHEMISTRY;A1
"2313433X";JOURNAL OF IMAGING;A4
"19433921";ATTENTION, PERCEPTION & PSYCHOPHYSICS (PRINT);A1
SPIEMI;SPIE Medical Imaging;A4
ICTAC;International Colloquium on Theoretical Aspects of Computing;B1
SNAA;Workshop on Social Network Analysis in Applications;B4
VAMOS;International Workshop on Variability Modelling of Software-intensive Systems;B1
ISVC;International Symposium on Visual Computing;A3
DESAFIE;Workshop de Desafios da Computação Aplicada à Educação;B4
"13875868";SPATIAL COGNITION AND COMPUTATION;A2
"09252312";NEUROCOMPUTING (AMSTERDAM);A1
ICMCR;International Conference on Mechatronics, Control and Robotics;B4
"0022460X";JOURNAL OF SOUND AND VIBRATION;A1
"23155159";GLOBAL ADVANCED RESEARCH JOURNAL OF MEDICINE AND MEDICAL SCIENCES (GARJMMS);nulo
"10920617";JOURNAL OF INTEGRATED DESIGN & PROCESS SCIENCE;A4
ESSCIRC;European Solid State Circuits Conference;A3
"00324728";POPULATION STUDIES;nulo
"13865056";INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS;A2
"14712121";BMC CELL BIOLOGY (ONLINE);A2
KESW;International Conference on Knowledge Engineering and Semantic Web;B1
"14752891";NUTRITION JOURNAL;A2
"19252676";CYBER JOURNALS: MULTIDISCIPLINARY JOURNALS IN SCIENCE AND TECHNOLOGY;nulo
NOMS;IEEE/IFIP Network Operations and Management Symposium;A3
"03050548";COMPUTERS & OPERATIONS RESEARCH;A1
"19805764";DEMENTIA & NEUROPSYCHOLOGIA;B2
NFM;NASA Formal Methods Symposium;A3
"14769271";COMPUTATIONAL BIOLOGY AND CHEMISTRY (PRINT);A3
"14712377";BMC NEUROLOGY (ONLINE);A4
MobiSys;Annual International Conference on Mobile Systems, Applications, and Services;A1
"16155262";INTERNATIONAL JOURNAL OF INFORMATION SECURITY (PRINT);A3
"09758887";INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS;nulo
"20738994";SYMMETRY;A2
"09434062";COMPUTATIONAL STATISTICS (ZEITSCHRIFT);B1
"16785878";JOURNAL OF THE BRAZILIAN SOCIETY OF MECHANICAL SCIENCES AND ENGINEERING (IMPRESSO);A4
"18242049";JOURNAL OF SCIENCE COMMUNICATION;A2
CSCN;IEEE Conference on Standards for Communications and Networking;B2
EUROSIM;Congress on Modelling and Simulation;B3
"03043940";NEUROSCIENCE LETTERS (PRINT);B1
"14710684";THEORY AND PRACTICE OF LOGIC PROGRAMMING;A3
"01290541";INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE;B2
ICAIWC;International Conference on Artificial Intelligence;B3
WCRE;Working Conference on Reverse Engineering;A3
CLOUDTECH;International Conference on Cloud Computing Technologies and Applications;B3
"14748185";INTERNATIONAL JOURNAL OF PERFORMANCE ANALYSIS IN SPORT;A3
DCC;Data Compression Conference;A3
"15737616";EMPIRICAL SOFTWARE ENGINEERING (DORDRECHT. ONLINE);A1
"18643027";TRANSACTIONS ON ASPECT-ORIENTED SOFTWARE DEVELOPMENT (PRINT);nulo
"18650481";EARTH SCIENCE INFORMATICS (INTERNET);A2
"21666261";JOURNAL OF INFORMATION AND DATA MANAGEMENT;nulo
PDC;Participatory Design Conference;A4
LCN;IEEE Conference on Local Computer Networks;A4
ISSI;International Society of Scientometrics and Informetrics Conference;B1
"21514771";CREATIVE EDUCATION;nulo
HAPTICS;IEEE Haptics Symposium;A3
ICEGOV;International Conference on Theory and Practice of Eletronic Governance;B1
CTE;International Conference on Computational Thinking Education;B4
WTA;Workshop de Tecnologia Adaptativa;B4
"19310145";SIGKDD EXPLORATIONS;nulo
RTAS;IEEE REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM;A2
"10919856";INFORMS JOURNAL ON COMPUTING;A3
"24477028";RCT: REVISTA DE CIÊNCIA E TECNOLOGIA;nulo
"09258574";ECOLOGICAL ENGINEERING;A1
ICONIP;International Conference on Neural Information Processing;A4
"21693536";IEEE ACCESS;A2
BIATA;Bioinformatics: from Algorithms to Applications;B3
FAST;USENIX Conference on File and Storage Technologies;A1
WGID;Workshop de Gestão de Identidades Digitais;B4
"1516084X";INFORMÁTICA NA EDUCAÇÃO (IMPRESSO);nulo
"1813713X";INTERNATIONAL JOURNAL OF OPERATIONS RESEARCH (PRINT);nulo
"22120173";PROCEDIA TECHNOLOGY;nulo
"08247935";COMPUTATIONAL INTELLIGENCE;A4
"21642826";SCIENTIFIC JOURNAL OF EDUCATION TECHNOLOGY;nulo
HPDC;International Symposium on High Performance Distributed Computing;A2
FECS-WS;International Conference on Frontiers in Education: Computer Science and Computer Engineering;B3
LFCS;Symposium on Logical Foundations of Computer Science;B2
DEPCOS;ELCOMEX - International Conference on Dependability and Complex Systems;B2
"19834217";REVISTA BRASILEIRA DE REDES DE COMPUTADORES E SISTEMAS DISTRIBUÍDOS;nulo
"01025503";TECNOLOGIA EDUCACIONAL;nulo
"21767181";REVISTA TCMRJ;nulo
SBAC-PAD;International Symposium on Computer Architecture and High Performance Computing;A4
ISVLSI;IEEE Computer Society Annual Symposium on VLSI;A3
"21900558";JOURNAL OF PETROLEUM EXPLORATION AND PRODUCTION TECHNOLOGY;A4
"11343478";COMUNICAR (HUELVA);A1
ISWC;International Semantic Web Conference;A1
CSCloud;International Conference on Cyber Security and Cloud Computing;A4
"21776776";TENDÊNCIAS E TÉCNICAS EM REALIDADE VIRTUAL E AUMENTADA;nulo
"09255001";JOURNAL OF GLOBAL OPTIMIZATION;A2
"00401951";TECTONOPHYSICS (AMSTERDAM);A1
"14333058";NEURAL COMPUTING & APPLICATIONS (INTERNET);A2
ISDA;International Conference on Intelligent Systems Design and Applications;B2
"11381663";REVISTA GALEGO-PORTUGUESA DE PSICOLOXÍA E EDUCACIÓN;nulo
ICITS;International Conference on Information Theoretic Security;B2
CASA;Conference on Computer Animation and Social Agents;B3
"02776715";STATISTICS IN MEDICINE (PRINT);A2
IIWAS;International Conference on Information Integration and Web-based Applications & Services;B1
WSL;Workshop de Software Livre;B4
"21852839";INTERNATIONAL JOURNAL OF NETWORKING AND COMPUTING;nulo
"01698141";INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS;A3
"14709503";INTERNATIONAL JOURNAL OF NETWORKING AND VIRTUAL ORGANISATIONS;B3
"15701263";WEB INTELLIGENCE AND AGENT SYSTEMS;nulo
ICE-CCN;International Conference on Emerging Trends in Computing, Communication and Nanotechnology;B1
"16470818";LINGUAMÁTICA (BRAGA);A1
MSEC;International Manufacturing Science and Engineering Conference;A4
"15190501";PESQUISA BRASILEIRA EM ODONTOPEDIATRIA E CLÍNICA INTEGRADA (IMPRESSO);B2
"1947315X";INTERNATIONAL JOURNAL OF E-HEALTH AND MEDICAL COMMUNICATIONS;B2
"2314274X";REVISTA TRAM[P]AS DE LA COMUNICACIÓN Y LA CULTURA;nulo
"08878013";JOURNAL OF CLINICAL LABORATORY ANALYSIS (PRINT);A4
"09596526";JOURNAL OF CLEANER PRODUCTION;A1
"18650473";EARTH SCIENCE INFORMATICS (PRINT);A2
"15708683";JOURNAL OF APPLIED LOGIC;A2
"15475867";ISSUES IN INFORMING SCIENCE & INFORMATION TECHNOLOGY EDUCATION (ONLINE);nulo
"15455955";IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING;A1
"14607425";JASSS (GUILDFORD);A1
NetSys;International Conference on Networked Systems;B1
"24484105";REVISTA INNOVER;nulo
"1475925X";BIOMEDICAL ENGINEERING ONLINE (ONLINE);A3
"18083064";HORIZONTE CIENTÍFICO (UBERLÂNDIA);nulo
"03667022";CHEMISTRY LETTERS;A4
"13837621";JOURNAL OF SYSTEMS ARCHITECTURE;A4
"0167739X";FUTURE GENERATION COMPUTER SYSTEMS;A1
ACRA;Australasian Conference on Robotics and Automation;B3
ENERGY-IARIA;IARIA International Conference on Smart Grids, Green Communications and IT Energy-aware Technologies;B4
"01959298";JOURNAL OF NONDESTRUCTIVE EVALUATION;A3
ICDAR;International Conference on Document Analysis and Recognition;A2
AUDIOMOSTLY;Audio Mostly Conference;B2
GeoPROCESSING-IARIA;IARIA International Conference on Advanced Geographic Information Systems, Applications, and Services;B4
CMMR;International Symposium on Computer Music Multidisciplinary Research;A4
KR;International Conference on Principles of Knowledge Representation and Reasoning;A3
ICB;International Conference on Biometrics;A3
"23596082";REVISTA EMREDE - REVISTA DE EDUCAÇÃO À DISTÂNCIA;nulo
"21767181";REVISTA DO TCMRJ;nulo
ICDMW;IEEE International Conference on Data Mining Workshop (ICDMW);A1
RELAW;International Workshop on Requirements Engineering and Law;B3
ROSE;IEEE International Symposium on Robotic and Sensors Environments;B2
"19838484";REBRAE. REVISTA BRASILEIRA DE ESTRATÉGIA (IMPRESSO);nulo
VISAPP;International Conference on Computer Vision Theory and Applications;A3
RECOMB;International Conference on Research in Computational Molecular Biology;A3
DRCN;International Conference on the Design of Reliable Communication Networks;A4
"19844301";LETRÔNICA;nulo
"09762760";INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND ENGINEERING SURVEY;nulo
ETS;IEEE European Test Symposium;B1
ISTAR;International i*Workshop;B4
ISC;International Conference on Information Security;A4
"1369118X";INFORMATION, COMMUNICATION & SOCIETY;A1
"16874196";INTERNATIONAL JOURNAL OF BIOMEDICAL IMAGING;A2
"19475500";INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND INFORMATION SECURITY;nulo
"20589565";QUANTUM SCIENCE AND TECHNOLOGY;A1
"00219045";JOURNAL OF APPROXIMATION THEORY (PRINT);A2
"15499618";JOURNAL OF CHEMICAL THEORY AND COMPUTATION;A1
"13670751";LOGIC JOURNAL OF THE IGPL (PRINT);A1
CITS;International Conference on Computer, Information, and Telecommunication Systems;B2
"1366588X";INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH;A1
"10502947";PHYSICAL REVIEW. A;A1
"18082307";EVIDÊNCIA: OLHARES E PESQUISA EM SABERES EDUCACIONAIS;nulo
"09410643";NEURAL COMPUTING & APPLICATIONS (PRINT);A2
"11345764";TOP;A2
"10505164";THE ANNALS OF APPLIED PROBABILITY;A2
"14337541";PATTERN ANALYSIS AND APPLICATIONS;A4
SACCONET;International Conference on Smart Communications in Network Technologies;B2
ESOCC;EUROPEAN CONFERENCE ON SERVICE-ORIENTED AND CLOUD COMPUTING;A4
"13658050";DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE (ONLINE);B2
"01635948";SOFTWARE ENGINEERING NOTES;nulo
"09487921";ELECTRICAL ENGINEERING (BERLIN. PRINT);A3
"0160791X";TECHNOLOGY IN SOCIETY;A2
"19818920";INFORMAÇÃO & INFORMAÇÃO (UEL. ONLINE);nulo
"19819854";BRAZILIAN JOURNALISM RESEARCH (ONLINE);B3
SEKE;International Conference on Software Engineering and Knowledge Engineering;B1
"15265471";MATHEMATICS OF OPERATIONS RESEARCH (ONLINE);A1
EUROSYS;European Conference on Computer Systems;A1
ETFA;IEEE International Conference on Emerging Technologies and Factory Automation;A3
ISCIS;International Symposium on Computer and Information Sciences;A3
"21756236";EDUCACAO E REALIDADE;B4
DSRT;IEEE/ACM International Symposium on Distributed Simulation and Real Time Applications;B2
"24473634";TENDÊNCIAS E TÉCNICAS EM SISTEMAS COMPUTACIONAIS;nulo
"23173963";JOURNAL OF MODERN PROJECT MANAGEMENT;B2
WAMCA;Workshop on Applications for Multi-Core Architectures;B4
"00332097";PRZEGLAD ELEKTROTECHNICZNY;B3
"00189464";IEEE TRANSACTIONS ON MAGNETICS;A3
"15469735";BIODIVERSITY INFORMATICS;nulo
"10429247";ENGINEERING MANAGEMENT JOURNAL;A4
ISGT;IEEE PES Innovative Smart Grid Technologies;A3
DAIS;International Conference on Distributed Applications and Interoperable Systems;B1
PredictGIS;International Workshop on Prediction of Human Mobility;B4
AAAI;Conference on Artificial Intelligence;A1
"2179460X";CIÊNCIA E NATURA;nulo
EGOVIS;International Conference on Electronic Government and the Information Systems Perspective;B1
ISCC;International Symposium on Computers and Communications;A3
"01928651";JOURNAL OF COMPUTATIONAL CHEMISTRY;A1
WCGE;Workshop de Computação Aplicada ao Governo Eletrônico;B4
"16194500";"4OR (BERLIN)";A3
T&DLA;IEEE PES Transmission & Distribution Conference and Exposition Latin America;B2
UbiComp;ACM International Joint Conference on Pervasive and Ubiquitous Computing;A1
"14202026";ENVIRONMENTAL MODELING AND ASSESSMENT;A3
MUM;International Conference on Mobile and Ubiquitous Multimedia;A4
LCTRTS;ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems;B4
"00410101";TOXICON (OXFORD);A4
SOFSEM;International Conference on Current Trends in Theory and Practice of Computer Science;B2
"19749791";CHEMICAL ENGINEERING TRANSACTIONS;nulo
WG;International Workshop on Graph-Theoretic Concepts in Computer Science;A3
DMA;International Conference on Data Mining and Applications;A4
MRS;International Symposium on Multi-Robot and Multi-Agent Systems;B3
ICFP;International Conference on Functional Programming;A2
"13504851";APPLIED ECONOMICS LETTERS (PRINT);B1
"01400118";MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING;A3
"14365057";COMPUTING (WIEN. INTERNET);A1
ISEA;International Symposium on Electronic Arts;B4
"17424712";INTERNATIONAL JOURNAL FOR INFONOMICS (IJI);nulo
"10897682";CHAOS (WOODBURY, N.Y. ONLINE);A1
"24464740";RESEARCH ON BIOMEDICAL ENGINEERING;B3
ITS;International Conference on Intelligent Tutoring Systems;A3
"21784833";LATIN AMERICAN JOURNAL OF BUSINESS MANEGEMENT;nulo
ICICS;International Conference on Information and Communications Security;B2
UAHCI;International Conference Universal Access in Human-Computer Interaction;A4
"19430663";IEEE EMBEDDED SYSTEMS LETTERS;A2
"1569190X";SIMULATION MODELLING PRACTICE AND THEORY;A1
E-Learning;IADIS International Conference on e-Learning;B3
"20501242";NETWORK SCIENCE;A2
"13618415";MEDICAL IMAGE ANALYSIS (PRINT);A1
"16793951";CADERNOS EBAPE.BR (FGV);nulo
"22242708";JOURNAL OF SENSOR AND ACTUATOR NETWORKS;A2
"03768716";DRUG AND ALCOHOL DEPENDENCE;A2
"22929495";JMIR HUMAN FACTORS;nulo
VAMR;International Conference on Virtual, Augmented and Mixed Reality;A4
"17411009";INTERNATIONAL JOURNAL OF KNOWLEDGE AND LEARNING (PRINT);B2
ICMPC;International Conference on Music Perception and Cognition;B3
WSKS;World Summit on the Kowledge Society;B4
CDC;IEEE Conference on Decision and Control;A1
"22365044";REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA;nulo
"17427193";INTERNATIONAL JOURNAL OF COMPUTATIONAL SCIENCE AND ENGINEERING;B1
ICAR;International Conference on Advanced Robotics;A3
"10556788";OPTIMIZATION METHODS & SOFTWARE (PRINT);A3
"13823256";EMPIRICAL SOFTWARE ENGINEERING;A1
EWSDN;European Workshop on Software Defined Networks;A4
"08936080";NEURAL NETWORKS;A1
