"09699988";ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT (PRINT);A2
"10512004";DIGITAL SIGNAL PROCESSING (PRINT);A1
IEEEISWC;IEEE International Symposium on Wearable Computers;A3
"18685137";JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING;A2
"22388079";TEAR - REVISTA DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA;nulo
WSC;Winter Simulation Conference;A4
"14690268";INTERNATIONAL JOURNAL OF COMPUTATIONAL INTELLIGENCE AND APPLICATIONS;B1
CSCW;ACM Conference on Computer Supported Cooperative Work & Social Computing;A1
"18095585";REVISTA DE INFORMÁTICA APLICADA;nulo
"19252676";JOURNALS: MULTIDISCIPLINARY JOURNALS IN SCIENCE AND TECHNOLOGY;nulo
PDP;Euromicro International Conference on Parallel, Distributed and Network-Based Processing;A3
TechDebt;International Conference on Technical Debt;B4
"20754701";METALS - OPEN ACCESS METALLURGY JOURNAL;A4
WCCI;IEEE World Congress on Computational Intelligence;B4
INDOCRYPT;International Conference on Cryptology in India;A4
OCEAN;IEEE Oceans Conference;A4
"11769351";CANCER INFORMATICS;B2
CBEB;Congresso Brasileiro de Engenharia Biomédica;B4
"18612032";JOURNAL ON DATA SEMANTICS (PRINT);A3
CLUSTER;IEEE International Conference on Cluster Computing;A3
"18675662";ADVANCES IN INTELLIGENT AND SOFT COMPUTING;nulo
"18651348";LECTURE NOTES IN BUSINESS INFORMATION PROCESSING;B1
"02883635";NEW GENERATION COMPUTING;B1
RECSYS;ACM Conference on Recommender Systems;A1
"10994300";ENTROPY (BASEL. ONLINE);A2
"09729038";INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND APPLICATIONS (ONLINE);B2
TASE;Theoretical Aspects of Software Engineering;B1
"01956698";EUROPEAN JOURNAL OF COMBINATORICS (PRINT);A3
COCOON;International Computing and Combinatorics Conference;A4
"01679473";COMPUTATIONAL STATISTICS & DATA ANALYSIS (PRINT);A2
"16875877";INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION (ONLINE);A4
"15198219";REIC. REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA (ONLINE);C
SAP;ACM Symposium on Applied Perception;B1
PPNIV;Workshop on Planning, Perception and Navigation for Intelligent Vehicles;B4
ASP-DAC;Asia and South Pacific Design Automation Conference;A2
"20711050";SUSTAINABILITY;A2
"1110662X";INTERNATIONAL JOURNAL OF PHOTOENERGY (PRINT);A4
SVR;Symposium on Virtual and Augmented Reality;A4
WWW;International World Wide Web Conferences;A1
IWOCA;International Workshop on Combinatorial Algorithms;B2
"15575969";JOURNAL OF CELLULAR AUTOMATA;B1
"22519149";INTERNATIONAL CARDIOVASCULAR RESEARCH JOURNAL;B3
SAMOS;International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation;B1
"22142134";JOURNAL OF INFORMATION SECURITY AND APPLICATIONS;A2
ECCE;European Conference on Cognitive Ergonomics;B3
ASIACCS;ACM ASIA Symposium on Information, Computer and Communications Security;A1
EGOV;International Conference on Electronic Government;A4
"25254251";REVISTA DE ENGENHARIA E PESQUISA APLICADA;nulo
"15730484";THE JOURNAL OF SUPERCOMPUTING (DORDRECHT. ONLINE);A2
"16604601";INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH;A3
WIM;Workshop de Informática Médica;B4
"23169036";REVISTA USP;nulo
SET;Software Engineering Track;B2
"19355688";INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS IN THE SERVICE SECTOR;B1
"15361284";IEEE WIRELESS COMMUNICATIONS;A1
"10969128";CONCURRENCY AND COMPUTATION: PRACTICE & EXPERIENCE;nulo
EGOV-CEDEM-EPART;International Conference on Electronic Government/International Conference for E-Democracy and Open Government;A4
"19822170";BOLETIM DE CIÊNCIAS GEODÉSICAS (ONLINE);nulo
"18770533";SET-VALUED AND VARIATIONAL ANALYSIS: THEORY AND APPLICATIONS;A2
"00320889";PLANT PHYSIOLOGY (BETHESDA);A1
"14626268";DIGITAL CREATIVITY (EXETER);B1
"10122443";ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE;A3
"01464833";COMPUTER COMMUNICATION REVIEW;A3
"1438793X";FUNCTIONAL & INTEGRATIVE GENOMICS (PRINT);A3
"15737578";DISTRIBUTED AND PARALLEL DATABASES (DORDRECHT. ONLINE);A4
FACS;International Conference on Formal Aspects of Component Software;B2
"14726947";BMC MEDICAL INFORMATICS AND DECISION MAKING (ONLINE);A2
MSR;Working Conference on Mining Software Repositories;A1
"09298215";JOURNAL OF NEW MUSIC RESEARCH;A1
ICME;IEEE International Conference on Multimedia and Expo;A2
IRMMW;International Conference on Infrared, Millimeter, and Terahertz Waves;A4
ICARM;International Conference on Advanced Robotics and Mechatronics;B3
"19821867";REVISTA DE ENSINO DE BIOLOGIA DA ASSOCIAÇÃO BRASILEIRA DE ENSINO DE BIOLOGIA (SBENBIO);nulo
"08353026";JCMCC. JOURNAL OF COMBINATORIAL MATHEMATICS AND COMBINATORIAL COMPUTING;B3
JCSSE;International Joint Conference on Computer Science and Software Engineering;B1
VLHCC;IEEE Symposium on Visual Languages and Human-Centric Computing;A3
"13518216";HAEMOPHILIA (OXFORD. PRINT);A3
"07182724";JOURNAL OF TECHNOLOGY MANAGEMENT & INNOVATION;B2
"16874714";EURASIP JOURNAL ON AUDIO, SPEECH AND MUSIC PROCESSING (PRINT);A4
"09685227";INFORMATION MANAGEMENT & COMPUTER SECURITY;nulo
"22496645";INTERNATIONAL JOURNAL OF MODERN ENGINEERING RESEARCH;nulo
ICDS-IARIA;IARIA International Conference on Digital Society;B4
"16182510";STATISTICAL METHODS & APPLICATIONS;A4
ROBOCUP;Robocup International Symposium;A4
VTC;Vehicular Technology Conference;A1
ICSME;IEEE International Conference on Software Maintenance and Evolution;A2
CLIHC;Latin American Conference on Human Computer Interaction;B3
PP;SIAM Conference on Parallel Processing for Scientific Computing;B4
"09307575";CLIMATE DYNAMICS;A2
"15305627";TELEMEDICINE JOURNAL AND E-HEALTH;A2
"23276126";AMERICAN JOURNAL OF EDUCATIONAL RESEARCH;nulo
HCI3P;Workshop on Human Computer Interaction in Third Places;B4
MEDES;International Conference on Management of Emergent Digital EcoSystems;B2
MSWIM;ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems;A4
"23169451";ABAKÓS;nulo
EuroPloP;European Conference on Pattern Languages of Programs;B2
"01000233";REVISTA BAIANA DE SAÚDE PUBLICA;nulo
"19814224";EDUCAÇÃO & IMAGEM (UERJ);nulo
IMS3TW;Annual International Mixed-Signals, Sensors and Systems Test Workshop;B4
ECSQARU;European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty;B1
MFCS;International Symposium on Mathematical Foundations of Computer Science;A3
"19478429";INTERNATIONAL JOURNAL OF KNOWLEDGE SOCIETY RESEARCH;nulo
IPAW;International Provenance and Annotation Workshop;B2
SIMPDA;INTERNATIONAL SYMPOSIUM ON DATA-DRIVEN PROCESS DISCOVERY AND ANALYSIS;B3
"03770427";JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS;A2
"3DCVE";International Workshop on Collaborative Virtual Environments;B3
ISCAS;IEEE International Symposium on Circuits and Systems;A2
ICL;International Conference on Interactive Collaborative Learning;B3
"21631492";COMPUTER SCIENCE AND ENGINEERING;nulo
SPAA;ACM Symposium on Parallelism in Algorithms and Architectures;A3
WTranS;Workshop de Transparência de Sistema;B4
"1573756X";DATA MINING AND KNOWLEDGE DISCOVERY (DORDRECHT. ONLINE);A1
"08912017";COMPUTATIONAL LINGUISTICS (PRINT);A1
"09755896";GLOBAL JOURNAL OF SCIENCE FRONTIER RESEARCH;nulo
"10897801";IEEE INTERNET COMPUTING;A1
"1695288X";REVISTA LATINOAMERICANA DE TECNOLOGÍA EDUCATIVA;nulo
"10675027";JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION;A1
POPL;Symposium on Principles of Programming Languages;A1
"15737624";GEOINFORMATICA (DORDRECHT. ONLINE);A2
WoSiDA;WORKSHOP ON AUTONOMIC DISTRIBUTED SYSTEMS;B4
"17438187";INTERNATIONAL JOURNAL OF BUSINESS INTELLIGENCE AND DATA MINING;B2
VMCAI;Verification, Model Checking and Abstract Interpretation;A4
"24699950";PHYSICAL REVIEW. B, CONDENSED MATTER AND MATERIALS PHYSICS;A1
"00958956";JOURNAL OF COMBINATORIAL THEORY. SERIES B (PRINT);A2
"00189219";PROCEEDINGS OF THE IEEE;A1
ICGTT;International Conference on Graph Transformation;B1
IEEESCC;IEEE International Conference on Services Computing;A4
"07437315";JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING;A2
ISPD;ACM International Symposium on Physical Design;A3
"22273743";JOURNAL OF MODERN MATHEMATICS FRONTIER;nulo
"15728153";MOBILE NETWORKS AND APPLICATIONS;A2
"15710653";ELECTRONIC NOTES IN DISCRETE MATHEMATICS;B1
"13506307";ENGINEERING FAILURE ANALYSIS;A2
NWPT;Nordic Workshop on Programming Theory;B4
"19840993";REVISTA ELETRÔNICA TECCEN;nulo
EUROPKI;European Public Key Infrastructure Workshop;B4
NORCAS;Nordic Circuits and Systems Conference;B3
"1530437X";IEEE SENSORS JOURNAL;A1
TLCA;International Conference on Typed Lambda Calculi and Applications;B2
"00262692";MICROELECTRONICS JOURNAL;nulo
"01027972";PSICOLOGIA: REFLEXÃO E CRÍTICA (UFRGS. IMPRESSO);B1
"15197859";AÇÃO ERGONÔMICA;nulo
"02131315";REVISTA INTERNACIONAL DE MÉTODOS NUMÉRICOS PARA CÁLCULO Y DISEÑO EN INGENIERÍA;B2
LACLO;Latin American Conference on Learning Objects and Technologies;B2
SLT;Workshop on Spoken Language Technology;A3
"01040588";REVISTA DE ESTUDOS DA LINGUAGEM;nulo
"2172038X";RENEWABLE ENERGY & POWER QUALITY JOURNAL (RE&PQJ);B3
"10636706";IEEE TRANSACTIONS ON FUZZY SYSTEMS;A1
ISAM;IEEE International Symposium on Assembly and Manufacturing;B3
"19493053";IEEE TRANSACTIONS ON SMART GRID;A1
"10970088";INTERNATIONAL JOURNAL OF CLIMATOLOGY;A2
ICMLA;IEEE International Conference on Machine Learning and Applications;A3
"09295585";DESIGN AUTOMATION FOR EMBEDDED SYSTEMS;A4
CDH;International Conference on Digital Health;B1
Humanoids;IEEE RAS International Conference on Humanoid Robot;A2
WOCC;Wireless and Optical Communications Conference;B1
"19353812";SWARM INTELLIGENCE;A2
"14148595";PESQUISA NAVAL (SDM);nulo
"19919603";GEOSCIENTIFIC MODEL DEVELOPMENT;A1
INTERACT;IFIP TC 13 International Conference on Human-Computer Interaction;A3
"01420615";INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS;A1
ICA3PP;International Conference on Algorithms and Architectures for Parallel Processing;B1
"13557718";ORGANISED SOUND (PRINT);A2
SBLP;Brazilian Symposium on Programming Languages;A4
LPNMR;International Conference on Logic Programming and Non-monotonic Reasoning;A3
EM-GIS;International Workshop on the Use of GIS in Emergency Management;B4
"02181274";INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS IN APPLIED SCIENCES AND ENGINEERING;A2
MASS;Mobility Analytics from Spatial and Social Data;B4
"03990559";RAIRO. RECHERCHE OPÉRATIONNELLE;B1
CODASPY;ACM Conference on Data and Application Security and Privacy;A2
"03770257";JOURNAL OF NON-NEWTONIAN FLUID MECHANICS (PRINT);A1
ESA;European Symposium on Algorithms;A3
RICE;International Conference on Research in Intelligent and Computing in Engineering;B4
"23146133";BIOMED RESEARCH INTERNATIONAL;A3
"10636560";EVOLUTIONARY COMPUTATION;A1
"19808178";REVISTA DE PATOLOGIA TROPICAL (ONLINE);B4
"09249338";EUROPEAN PSYCHIATRY (PARIS);A2
"17487188";ALGORITHMS FOR MOLECULAR BIOLOGY;A2
"10943420";THE INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS;A3
ESWC;Extended Semantic Web Conference;A2
EASE;International Conference on Evaluation and Assessment in Software Engineering;A3
NFmcp;International Workshop on New Frontiers in Mining Complex Patterns;B2
ISSPIT;IEEE International Symposium on Signal Processing and Information Technology;B2
FiCloud;International Conference on Future Internet of Things and Cloud;A4
"09696016";INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH;A2
"22383581";JORNAL BRASILEIRO DE TELESAÚDE;nulo
AIME;Conference on Artificial Intelligence in Medicine;A4
"15461955";JOURNAL OF COMPUTATIONAL AND THEORETICAL NANOSCIENCE;B3
"09110119";GRAPHS AND COMBINATORICS;B1
FUZZIEEE;IEEE International Conference on Fuzzy Systems;A3
"09877053";NEUROPHYSIOLOGIE CLINIQUE (PARIS);A3
"18092039";RAI : REVISTA DE ADMINISTRAÇÃO E INOVAÇÃO;nulo
SUMMERSIM;Summer Simulation Multi-conference;B3
CMN;Congress on Numerical Methods in Engineering;B4
"23169915";INTERNATIONAL JOURNAL OF COMPUTER ARCHITECTURE EDUCATION (IJCAE);B2
"00032670";ANALYTICA CHIMICA ACTA (PRINT);A1
"24484180";UNIVERSO PM - REVISTA DE GERENCIAMENTO DE PROJETOS;nulo
"02194678";INTERNATIONAL JOURNAL OF IMAGE AND GRAPHICS;B3
ESEC/FSE;Joint Meeting on European Software Engineering Conference and Foundations of Software Engineering;A1
"20557671";DIGITAL SCHOLARSHIP IN THE HUMANITIES (PRINT);A2
IH&MMSec;ACM Workshop on Information Hiding and Multimedia Security;A4
"23594942";REVISTA INTERFACES CIENTÍFICAS ? EXATAS E TECNOLÓGICAS;nulo
SIGGRAPH;International Conference and Exibition on Computer Graphics and Interactive Techniques;A3
SIGE;Simpósio de Aplicações Operacionais em Áreas de Defesa;B4
"20760329";NETWORKING SCIENCE;nulo
CCCG;Canadian Conference on Computational Geometry;B2
"19376871";JOURNAL OF BIOMEDICAL SCIENCE AND ENGINEERING;nulo
"15193829";REVISTA BRASILEIRA DE SAUDE MATERNO INFANTIL;B2
"21924376";EURO JOURNAL ON TRANSPORTATION AND LOGISTICS;A1
INTERSPEECH;Conference of the International Speech Communication Association;A1
EuroMPI;European MPI Users Group Meeting;B1
"17928788";THEMES IN SCIENCE AND TECHNOLOGY EDUCATION;nulo
"08908044";IEEE NETWORK;A1
"0951354X";INTERNATIONAL JOURNAL OF EDUCATIONAL MANAGEMENT;A3
"19961073";ENERGIES (BASEL);A2
"02779536";SOCIAL SCIENCE & MEDICINE (1982);A1
PPOPP;ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming;A2
"23308001";HUMAN COMPUTATION;nulo
SPIRE;International Symposium on String Processing and Information Retrieval;B1
"23190612";BRAZILIAN JOURNAL OF RADIATION SCIENCES;nulo
ICCHP;International Conference on Computers Helping People with Special Needs;B1
"09284931";MATERIALS SCIENCE & ENGINEERING. C, BIOMIMETIC MATERIALS, SENSORS AND SYSTEMS (PRINT);A1
"19391382";IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES;A1
IWSG;International Workshop on Science Gateways;B3
SIMULTECH;International Conference on Simulation and Modeling Methodologies, Technologies and Applications;B3
"21759235";SBC HORIZONTES;C
FCT;International Symposium on Fundamentals of Computation Theory;B2
PLOP;Conference on Pattern Languages of Programs;B2
"13623060";INTERNATIONAL JOURNAL OF ELECTRONICS (ONLINE);B1
"19844751";REVISTA TECNOLOGIAS NA EDUCAÇÃO;nulo
CT-RSA;RSA Conference Cryptographers' Track;A2
"21908508";JOURNAL OF CRYPTOGRAPHIC ENGINEERING;A3
"07437315";JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING (PRINT);A2
"02724332";RISK ANALYSIS;A1
EIDWT;International Conference on Emerging Intelligent Data and Web Technologies;B2
FASE;International Conference on Fundamental Approaches to Software Engineering;A3
ISCE;IEEE International Symposium on Consumer Electronics;B1
SDPC;International Conference on Sensing, Diagnostics, Prognostics, and Control;B4
"09670769";INTERNATIONAL JOURNAL OF LAW AND INFORMATION TECHNOLOGY;A2
"01912917";PLANT DISEASE;A3
"10009000";JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY;A3
"17585996";DIABETOLOGY & METABOLIC SYNDROME;A3
AINAW;IEEE International Conference on Advanced Information Networking and Applications Workshops;A2
"2236739X";REVISTA RETEC;nulo
MOBIWAC;ACM International Symposium on Mobility Management and Wireless Access;B2
ASSETS;International ACM SIGACCESS Conference on Computers and Accessibility;A3
"01690965";LANGUAGE AND COGNITIVE PROCESSES (PRINT);nulo
MICCAI;International Conference on Medical Image Computing and Computer Assisted Intervention;A1
"1433299X";FORMAL ASPECTS OF COMPUTING (INTERNET);A3
"18399940";JOURNAL OF GENOMICS;nulo
"22375112";REVISTA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;nulo
"16838602";JOURNAL OF DATA SCIENCE (ONLINE);nulo
"21989281";OPEN JOURNAL OF INFORMATION SYSTEMS;nulo
ARVO;Association for Research in Vision and Ophthalmology Annual Meeting;B4
TAMIDA;SIMPOSIO TEORÍA Y APLICACIONES DE MINERÍA DE DATOS;B4
"15476286";RNA BIOLOGY;A2
COMMONSENSE;Symposium on Logical Formalizations of Commonsense Reasoning;B3
SSBSE;International Symposium on Search Based Software Engineering;A4
CARLA;Latin American High Performance Computing Conference;nulo
"2329924X";IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS;A1
SODA;ACM-SIAM Symposium on Discrete Algorithms;A1
BMEI;International Conference BioMedical Engineering and Informatics;B2
ICTCS;Italian Conference on Theoretical Computer Science;B4
WiOpt;International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks;A3
"15728196";WIRELESS NETWORKS (ONLINE);A2
ICLR;International Conference on Learning Representations;A1
BIBM;IEEE International Conference on Bioinformatics and Biomedicine;A3
"15190951";CADERNOS ADENAUER (SÃO PAULO);nulo
SEMISH;Seminário Integrado de Software e Hardware;B1
"23201827";INTERNATIONAL JOURNAL ON ADVANCES IN LIFE SCIENCES;nulo
SPA;Signal Processing: Algorithms, Architectures, Arrangements, and Applications Conference;B2
"21752745";REVISTA DE INFORMÁTICA TEÓRICA E APLICADA;B4
"00813869";SPRINGER TRACTS IN MODERN PHYSICS;B4
"00278424";PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;A1
"17518725";IET MICROWAVES, ANTENNAS & PROPAGATION (PRINT);A3
SWEET;Workshop on Scalable Workflow Execution Engines and Technologies;B4
"18631711";SIGNAL, IMAGE AND VIDEO PROCESSING;A3
"10772626";IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;A1
VarDial;Workshop on NLP for Similar Languages, Varieties and Dialects;B1
CC;International Conference on Compiler Construction;A4
GI;Graphics Interface Conference;A4
"19847238";LINHAS (FLORIANÓPOLIS. ONLINE);nulo
LISS;International Conference on Logistics, Informatics and Services Sciences;B4
"17435889";NANOMEDICINE;A1
"13665545";TRANSPORTATION RESEARCH. PART E, LOGISTICS AND TRANSPORTATION REVIEW;A1
"13873326";INFORMATION SYSTEMS FRONTIERS (PRINT);A1
"19479263";INTERNATIONAL JOURNAL OF SWARM INTELLIGENCE RESEARCH (PRINT);B3
TREC;Text Retrieval Conference;A3
"0010938X";CORROSION SCIENCE;A1
"03050483";OMEGA;A1
ISAAC;International Symposium Algorithms and Computation;A3
"19492553";ONCOTARGET;A1
"15700755";QUANTUM INFORMATION PROCESSING;A2
"14759217";STRUCTURAL HEALTH MONITORING;A1
"08956111";COMPUTERIZED MEDICAL IMAGING AND GRAPHICS;A1
"19380194";INTERNATIONAL JOURNAL OF WEB PORTALS;B3
"25259555";REVISTA SISTEMAS E MÍDIAS DIGITAIS;nulo
"1991962X";GEOSCIENTIFIC MODEL DEVELOPMENT DISCUSSIONS;nulo
SBSE;Simpósio Brasileiro de Sistemas Elétricos;B4
SOFTENG-IARIA;IARIA International Conference on Advances and Trends in Software Engineering;B4
"16875869";INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION (PRINT);A4
VPQM;International Workshop on Video Processing and Quality Metrics for Consumer Electronics;B3
SBIE;Simpósio Brasileiro de Informática na Educação;A3
"18096875";COFFEE SCIENCE;B3
EMNLP;Conference on Empirical Methods in Natural Language Processing;A1
DIGRA;Digital Games Research Association International Conference;B1
"16798171";BRAZILIAN JOURNAL OF OPERATIONS AND PRODUCTION MANAGEMENT;nulo
ICCS;International Conference on Computational Science;B2
"00037028";APPLIED SPECTROSCOPY;A2
"1875905X";MOBILE INFORMATION SYSTEMS;A3
"09639969";FOOD RESEARCH INTERNATIONAL;A1
"1536125X";IEEE TRANSACTIONS ON NANOTECHNOLOGY;A3
ACM CC;Creativity & Cognition;B1
ICNP;International Conference on Network Protocols;A2
ICER;International Computing Education Research;A3
"10834419";IEEE TRANSACTIONS ON SYSTEMS, MAN AND CYBERNETICS. PART B. CYBERNETICS;nulo
"23166517";INTERNATIONAL JOURNAL OF KNOWLEDGE ENGINEERING AND MANAGEMENT;nulo
"00135194";ELECTRONICS LETTERS;A3
WRVA;Workshop de Realidade Virtual e Aumentada;B4
"01206230";REVISTA FACULTAD DE INGENIERÍA UNIVERSIDAD DE ANTIOQUIA;B2
FCCM;IEEE Annual International Symposium on Field-Programmable Custom Computing Machines;A3
ICCP;IEEE International Conference on Intelligent Computer Communication and Processing;B1
"1516084X";INFORMÁTICA NA EDUCAÇÃO;nulo
DBSec;IFIP WG 11.3 Conference on Data and Applications Security and Privacy;B1
TACAS;International Conference on Tools and Algorithms for the Construction and Analysis of Systems;A1
"19818963";REVISTA DE ENFERMAGEM UFPE ON LINE;nulo
"01650270";JOURNAL OF NEUROSCIENCE METHODS;A4
DIS;Conference on Designing Interactive Systems;A2
"14364522";EDUCATIONAL TECHNOLOGY & SOCIETY;A1
"00063835";BIT NUMERICAL MATHEMATICS;nulo
"1465363X";JOURNAL OF LOGIC AND COMPUTATION;A1
CSDS;Conference of the System Dynamics Society;B2
"18770428";PROCEDIA: SOCIAL AND BEHAVIORAL SCIENCES;nulo
"18069649";GESTÃO & PRODUÇÃO;nulo
"16845315";AFRICAN JOURNAL OF BIOTECHNOLOGY;nulo
"16784804";JOURNAL OF THE BRAZILIAN COMPUTER SOCIETY (ONLINE) (JBCS);A2
ICHI;IEEE International Conference on Healthcare Informatics;A3
MS;IEEE International Conference on Mobile Services;B1
CGO;International Symposium on Code Generation and Optimization;A2
"00160032";JOURNAL OF THE FRANKLIN INSTITUTE;A1
"01205609";INGENIERIA E INVESTIGACION;B1
SESoS;International Workshop on Software Engineering for Systems-of-Systems;B2
"15564681";ACM TRANSACTIONS ON KNOWLEDGE DISCOVERY FROM DATA;A2
BSN;IEEE-EMBS INTERNATIONAL CONFERENCE ON WEARABLE AND IMPLANTABLE BODY SENSOR NETWORKS;A3
"22209964";ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION;A2
"14145685";REVISTA BRASILEIRA DE INFORMÁTICA NA EDUCAÇÃO;B1
"10220038";WIRELESS NETWORKS;A2
ICASSP;IEEE International Conference on Acoustics, Speech and Signal Processing;A1
"22271899";REVISTA CUBANA DE CIENCIAS INFORMÁTICAS;nulo
"18092276";REGE. REVISTA DE GESTÃO USP;nulo
QoMEX;International Workshop on Quality of Multimedia Experience;A3
ICCDCS;International Caribbean Conference on Devices, Circuits and Systems;B4
"01018205";MATEMÁTICA APLICADA E COMPUTACIONAL (CESSOU EM 1997. CONT. ISSN 1807-0302 COMPUTATIONAL & APPLIED MATHEMATICS);nulo
"21778736";REGE REVISTA DE GESTAO;nulo
HCSE;International Working Conference on Human-Centred Software Engineering;B4
CONEXT;Conference on Emerging Network Experiment and Technology;A2
"13438875";JOURNAL OF VISUALIZATION;B1
ICLP;International Conference on Logic Programming;A3
"22311548";INTERNATIONAL JOURNAL OF ADVANCED INFORMATION TECHNOLOGY;nulo
"19423926";INTERNATIONAL JOURNAL OF OPEN SOURCE SOFTWARE AND PROCESSES;B4
WORKS;Workshop on Workflows in Support of Large-Scale Science;B2
ICIW-IARIA;IARIA International Conference on Internet and Web Applications and Services;B4
CNMAC;Congresso Nacional de Matemática Aplicada e Computacional;B3
"19807031";RIC@. REVISTA INTERDISCIPLINAR CIENTÍFICA APLICADA;nulo
WCCE;IFIP World Conference on Computers in Education;B4
"00283045";NETWORKS (NEW YORK, N.Y. PRINT);A3
ISLPED;International Symposium on Low Power Electronics and Design;A3
VECIMS/CIVEMSA;IEEE International Conference on Virtual Environments Human-Computer Interfaces and Measurement Systems;B2
DSD;Euromicro Conference on Digital System Design;A3
HCOMP;Conference on Human Computation and Crowdsourcing;A3
SLISW;Simposio Latinoamericano de Ingeniería de Software;B4
"1110757X";JOURNAL OF APPLIED MATHEMATICS;B2
DPM;International Workshop on Data Privacy Management;B4
OpenSym;International Symposium on Open Collaboration;B1
WSDM;ACM Conference International Conference on Web Search and Data Mining;A1
"16463692";IADIS INTERNATIONAL JOURNAL ON COMPUTER SCIENCE AND INFORMATION SYSTEMS;nulo
CIbSE;Conferencia Iberoamericana de Software Engineering;B2
SmartObjects;Workshop on Interacting with Smart Objects;B4
"14485869";INTERNATIONAL JOURNAL OF HYBRID INTELLIGENT SYSTEMS;nulo
MFI;IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems;B1
IROS;IEEE/RSJ International Conference on Intelligent Robots and Systems;A1
"21678359";PEERJ;A2
SIGMOD;ACM Conference on Management Data;A1
SBCARS;Brazilian Symposium on Components, Architectures and Reuse Software;B1
"23956992";INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH & SCIENCE;nulo
"2177451X";SINERGIA (IFSP. ONLINE);nulo
"23529148";INFORMATICS IN MEDICINE UNLOCKED;A4
"07524072";TSI. TECHNIQUE ET SCIENCE INFORMATIQUES;nulo
LANC;Latin American Networking Conference;B4
NetSoftW;IEEE NetSoft Conference and Workshops;A4
MARMI;International Workshop on Multimedia Analysis and Retrieval for Multimodal Interaction;B4
COIN;International Workshop on Coordination, Organisations, Institutions and Norms;B4
"19827849";RAC. REVISTA DE ADMINISTRAÇÃO CONTEMPORÂNEA (ONLINE);nulo
URSW;International Workshop on Uncertainty Reasoning for the Semantic Web;B4
DIVANET;ACM Symposium on Development and Analysis of Intelligent Vehicular Networks and Applications;B2
"18618200";JOURNAL OF REAL-TIME IMAGE PROCESSING (PRINT);A3
"01676369";ENVIRONMENTAL MONITORING AND ASSESSMENT (PRINT);A3
CVPR;IEEE Conference on Computer Vision and Pattern Recognition;A1
ICIQ;International Conference on Information Quality;B2
"14761289";INTERNATIONAL JOURNAL OF WEB ENGINEERING AND TECHNOLOGY;B3
"09638687";JOURNAL OF STRATEGIC INFORMATION SYSTEMS;A1
"09518320";RELIABILITY ENGINEERING & SYSTEMS SAFETY;A1
"00104485";CAD COMPUTER AIDED DESIGN;A2
"00200255";INFORMATION SCIENCES;A1
"20423217";INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY, COMMUNICATIONS AND CONVERGENCE;nulo
CobRA;International Workshop on Exploring Component-based Techniques for Constructing Reference Architectures;B4
"03401200";BIOLOGICAL CYBERNETICS;A3
"22915222";JMIR MHEALTH UHEALTH;B1
HOST;IEEE International Symposium on Hardware Oriented Security and Trust;A2
"21666288";JOURNAL OF INFORMATION AND DATA MANAGEMENT;nulo
"20503806";ASLIB JOURNAL OF INFORMATION MANAGEMENT;A2
"10171398";NUMERICAL ALGORITHMS;A2
"09249907";JOURNAL OF MATHEMATICAL IMAGING AND VISION;A1
"00219002";JOURNAL OF APPLIED PROBABILITY;A4
"03064573";INFORMATION PROCESSING & MANAGEMENT;A1
"00224715";JOURNAL OF STATISTICAL PHYSICS;A3
C4BIE;International Workshop on Cloud for Business, Industry and Enterprises;B4
